Model,Pseudor_Value,ExactAge,AgeGroup,StudyID
Vanilla,0.0200408818282934,15.413698630136986,Adolescents,82
EmoQ,0.0529268623244651,15.413698630136986,Adolescents,82
EmoBias,0.0528250011017742,15.413698630136986,Adolescents,82
EmoHier,0.069561159920343,15.413698630136986,Adolescents,82
EmoAvg,0.0649330384952036,15.413698630136986,Adolescents,82
Cong,0.0384579621217557,15.413698630136986,Adolescents,82
Cond,0.0421509714972703,15.413698630136986,Adolescents,82
CongBeta,0.0415116844302135,15.413698630136986,Adolescents,82
CondBeta,0.0491695850613845,15.413698630136986,Adolescents,82
Random,-124.76649250079,16.794520547945204,Adolescents,83
Vanilla,0.291833580473339,16.794520547945204,Adolescents,83
EmoQ,0.263567024356477,16.794520547945204,Adolescents,83
EmoBias,0.296174148904544,16.794520547945204,Adolescents,83
EmoHier,0.291833580186468,16.794520547945204,Adolescents,83
EmoAvg,0.282357428334421,16.794520547945204,Adolescents,83
Cong,0.32485178240607,16.794520547945204,Adolescents,83
Cond,0.330374717487649,16.794520547945204,Adolescents,83
CongBeta,0.322898249594328,16.794520547945204,Adolescents,83
CondBeta,0.326984012005212,16.794520547945204,Adolescents,83
Random,-124.76649250079,15.123287671232877,Adolescents,84
Vanilla,0.00927550049287662,15.123287671232877,Adolescents,84
EmoQ,0.16399549933413,15.123287671232877,Adolescents,84
EmoBias,0.194895619657866,15.123287671232877,Adolescents,84
EmoHier,0.188517522824919,15.123287671232877,Adolescents,84
EmoAvg,0.175508616450773,15.123287671232877,Adolescents,84
Cong,-1.77635683940025e-15,15.123287671232877,Adolescents,84
Cond,0.0157926892023119,15.123287671232877,Adolescents,84
CongBeta,0.0901760375552169,15.123287671232877,Adolescents,84
CondBeta,0.100822270310514,15.123287671232877,Adolescents,84
Random,-124.76649250079,17.068493150684933,Adolescents,85
Vanilla,0.00191011242869343,17.068493150684933,Adolescents,85
EmoQ,0.00327463676520456,17.068493150684933,Adolescents,85
EmoBias,0.00402488358690545,17.068493150684933,Adolescents,85
EmoHier,0.0137207456720175,17.068493150684933,Adolescents,85
EmoAvg,0.0149876089948418,17.068493150684933,Adolescents,85
Cong,0.0059003454071489,17.068493150684933,Adolescents,85
Cond,0.0059003472823359,17.068493150684933,Adolescents,85
CongBeta,0.00586168476651072,17.068493150684933,Adolescents,85
CondBeta,0.00546280947400646,17.068493150684933,Adolescents,85
Random,-124.76649250079,15.75890410958904,Adolescents,86
Vanilla,0.332457800410055,15.75890410958904,Adolescents,86
EmoQ,0.289397437389728,15.75890410958904,Adolescents,86
EmoBias,0.30793364517509,15.75890410958904,Adolescents,86
EmoHier,0.347050289292999,15.75890410958904,Adolescents,86
EmoAvg,0.282918192342719,15.75890410958904,Adolescents,86
Cong,0.353614219492992,15.75890410958904,Adolescents,86
Cond,0.362209118738039,15.75890410958904,Adolescents,86
CongBeta,0.352333601031069,15.75890410958904,Adolescents,86
CondBeta,0.352412809629737,15.75890410958904,Adolescents,86
Random,-124.76649250079,15.756164383561645,Adolescents,87
Vanilla,0.241855737765003,15.756164383561645,Adolescents,87
EmoQ,0.189329619243525,15.756164383561645,Adolescents,87
EmoBias,0.220011286739477,15.756164383561645,Adolescents,87
EmoHier,0.224856363655409,15.756164383561645,Adolescents,87
EmoAvg,0.183187464357217,15.756164383561645,Adolescents,87
Cong,0.249311831248107,15.756164383561645,Adolescents,87
Cond,0.267906133146007,15.756164383561645,Adolescents,87
CongBeta,0.253756140202547,15.756164383561645,Adolescents,87
CondBeta,0.253968909341496,15.756164383561645,Adolescents,87
Random,-124.76649250079,16.695890410958903,Adolescents,88
Vanilla,0.555619325334673,16.695890410958903,Adolescents,88
EmoQ,0.333435786523116,16.695890410958903,Adolescents,88
EmoBias,0.47883139942077,16.695890410958903,Adolescents,88
EmoHier,0.555619324448613,16.695890410958903,Adolescents,88
EmoAvg,0.371399834328693,16.695890410958903,Adolescents,88
Cong,0.605689544255878,16.695890410958903,Adolescents,88
Cond,0.610136687985878,16.695890410958903,Adolescents,88
CongBeta,0.592007884407733,16.695890410958903,Adolescents,88
CondBeta,0.598688388780218,16.695890410958903,Adolescents,88
Random,-124.76649250079,16.654794520547945,Adolescents,89
Vanilla,0.405996977466745,16.654794520547945,Adolescents,89
EmoQ,0.329068976961691,16.654794520547945,Adolescents,89
EmoBias,0.405829614399892,16.654794520547945,Adolescents,89
EmoHier,0.405902455740423,16.654794520547945,Adolescents,89
EmoAvg,0.405500777245445,16.654794520547945,Adolescents,89
Cong,0.409018251769657,16.654794520547945,Adolescents,89
Cond,0.411870519403371,16.654794520547945,Adolescents,89
CongBeta,0.409171916099632,16.654794520547945,Adolescents,89
CondBeta,0.41129080128381,16.654794520547945,Adolescents,89
Random,-124.76649250079,11.575342465753424,Children,90
Vanilla,-1.77635683940025e-15,11.575342465753424,Children,90
EmoQ,0.039277738740055,11.575342465753424,Children,90
EmoBias,0.105083193652503,11.575342465753424,Children,90
EmoHier,0.121746466617061,11.575342465753424,Children,90
EmoAvg,0.0594520714042283,11.575342465753424,Children,90
Cong,0.168250899514381,11.575342465753424,Children,90
Cond,0.233371906398432,11.575342465753424,Children,90
CongBeta,0.141486262381807,11.575342465753424,Children,90
CondBeta,0.244144164749926,11.575342465753424,Children,90
Random,-124.76649250079,13.164383561643836,Adolescents,91
Vanilla,0.0604581452124817,13.164383561643836,Adolescents,91
EmoQ,0.0672850504642019,13.164383561643836,Adolescents,91
EmoBias,0.0706427414147039,13.164383561643836,Adolescents,91
EmoHier,0.0945525947837276,13.164383561643836,Adolescents,91
EmoAvg,0.0640915602094861,13.164383561643836,Adolescents,91
Cong,0.0872846604520021,13.164383561643836,Adolescents,91
Cond,0.170547787163019,13.164383561643836,Adolescents,91
CongBeta,0.0959477240056201,13.164383561643836,Adolescents,91
CondBeta,0.167354279777362,13.164383561643836,Adolescents,91
Random,-124.76649250079,17.068493150684933,Adolescents,92
Vanilla,0.496671312546869,17.068493150684933,Adolescents,92
EmoQ,0.26722713409548,17.068493150684933,Adolescents,92
EmoBias,0.344121923531353,17.068493150684933,Adolescents,92
EmoHier,0.491692463852079,17.068493150684933,Adolescents,92
EmoAvg,0.384686622564064,17.068493150684933,Adolescents,92
Cong,0.528674155717741,17.068493150684933,Adolescents,92
Cond,0.53311337228141,17.068493150684933,Adolescents,92
CongBeta,0.52237493755307,17.068493150684933,Adolescents,92
CondBeta,0.53303751236265,17.068493150684933,Adolescents,92
Random,-124.76649250079,16.578082191780823,Adolescents,93
Vanilla,0.754509479349124,16.578082191780823,Adolescents,93
EmoQ,0.602496487706923,16.578082191780823,Adolescents,93
EmoBias,0.770000417209971,16.578082191780823,Adolescents,93
EmoHier,0.768112464542342,16.578082191780823,Adolescents,93
EmoAvg,0.522793736793704,16.578082191780823,Adolescents,93
Cong,0.755583823644534,16.578082191780823,Adolescents,93
Cond,0.79343836789124,16.578082191780823,Adolescents,93
CongBeta,0.756686363578568,16.578082191780823,Adolescents,93
CondBeta,0.762186858594709,16.578082191780823,Adolescents,93
Random,-124.76649250079,14.076712328767124,Adolescents,94
Vanilla,0.827782088039708,14.076712328767124,Adolescents,94
EmoQ,0.275588589110506,14.076712328767124,Adolescents,94
EmoBias,0.843292737052602,14.076712328767124,Adolescents,94
EmoHier,0.747216888421492,14.076712328767124,Adolescents,94
EmoAvg,0.395421464628378,14.076712328767124,Adolescents,94
Cong,0.838410212230804,14.076712328767124,Adolescents,94
Cond,0.842665273190913,14.076712328767124,Adolescents,94
CongBeta,0.849430871293669,14.076712328767124,Adolescents,94
CondBeta,0.849430871294195,14.076712328767124,Adolescents,94
Random,-124.76649250079,8.07945205479452,Children,95
Vanilla,0.128657390863776,8.07945205479452,Children,95
EmoQ,0.128689276242437,8.07945205479452,Children,95
EmoBias,0.152738781965121,8.07945205479452,Children,95
EmoHier,0.178333318438867,8.07945205479452,Children,95
EmoAvg,0.253081486287779,8.07945205479452,Children,95
Cong,0.326918908162917,8.07945205479452,Children,95
Cond,0.329382422869929,8.07945205479452,Children,95
CongBeta,0.323089134752291,8.07945205479452,Children,95
CondBeta,0.324422724533131,8.07945205479452,Children,95
Random,-124.76649250079,20.48493150684931,Adults,96
Vanilla,0.443196455499109,20.48493150684931,Adults,96
EmoQ,0.322690347709794,20.48493150684931,Adults,96
EmoBias,0.386978379398414,20.48493150684931,Adults,96
EmoHier,0.457202925831839,20.48493150684931,Adults,96
EmoAvg,0.342085412898029,20.48493150684931,Adults,96
Cong,0.452275939055161,20.48493150684931,Adults,96
Cond,0.452912831109007,20.48493150684931,Adults,96
CongBeta,0.452355900691279,20.48493150684931,Adults,96
CondBeta,0.45348451559516,20.48493150684931,Adults,96
Random,-124.76649250079,11.484931506849316,Children,97
Vanilla,0.420951534847876,11.484931506849316,Children,97
EmoQ,0.222498500732859,11.484931506849316,Children,97
EmoBias,0.325995367121572,11.484931506849316,Children,97
EmoHier,0.438077931413813,11.484931506849316,Children,97
EmoAvg,0.239159139265135,11.484931506849316,Children,97
Cong,0.428137247546341,11.484931506849316,Children,97
Cond,0.428138603685139,11.484931506849316,Children,97
CongBeta,0.428209297322419,11.484931506849316,Children,97
CondBeta,0.428211606391895,11.484931506849316,Children,97
Random,-124.76649250079,10.73972602739726,Children,98
Vanilla,-1.77635683940025e-15,10.73972602739726,Children,98
EmoQ,0.00643111281390452,10.73972602739726,Children,98
EmoBias,0.0106755502869801,10.73972602739726,Children,98
EmoHier,0.00643111278441089,10.73972602739726,Children,98
EmoAvg,0.00731692931079497,10.73972602739726,Children,98
Cong,-1.77635683940025e-15,10.73972602739726,Children,98
Cond,0.0122700114682643,10.73972602739726,Children,98
CongBeta,0.010335080497212,10.73972602739726,Children,98
CondBeta,0.011221566490223,10.73972602739726,Children,98
Random,-124.76649250079,20.687671232876713,Adults,99
Vanilla,-1.77635683940025e-15,20.687671232876713,Adults,99
EmoQ,-1.20224678656911e-7,20.687671232876713,Adults,99
EmoBias,0.023043948507347,20.687671232876713,Adults,99
EmoHier,0.019019354405572,20.687671232876713,Adults,99
EmoAvg,-3.96046861972366e-9,20.687671232876713,Adults,99
Cong,0.112003186374155,20.687671232876713,Adults,99
Cond,0.125766531260054,20.687671232876713,Adults,99
CongBeta,0.111391263821535,20.687671232876713,Adults,99
CondBeta,0.125177385446081,20.687671232876713,Adults,99
Random,-124.76649250079,20.312328767123287,Adults,100
Vanilla,0.494560348793191,20.312328767123287,Adults,100
EmoQ,0.323737898882348,20.312328767123287,Adults,100
EmoBias,0.512027895543567,20.312328767123287,Adults,100
EmoHier,0.499455165395304,20.312328767123287,Adults,100
EmoAvg,0.440851104536914,20.312328767123287,Adults,100
Cong,0.513782824078738,20.312328767123287,Adults,100
Cond,0.514101583155565,20.312328767123287,Adults,100
CongBeta,0.517117624462967,20.312328767123287,Adults,100
CondBeta,0.518173663609337,20.312328767123287,Adults,100
Random,-124.76649250079,10.38082191780822,Children,101
Vanilla,0.018179311620605,10.38082191780822,Children,101
EmoQ,0.26344790070843,10.38082191780822,Children,101
EmoBias,0.28271493288414,10.38082191780822,Children,101
EmoHier,0.24618714240283,10.38082191780822,Children,101
EmoAvg,0.263152913100533,10.38082191780822,Children,101
Cong,0.0890527422736013,10.38082191780822,Children,101
Cond,0.0894072173114456,10.38082191780822,Children,101
CongBeta,0.105448631759639,10.38082191780822,Children,101
CondBeta,0.106815097239087,10.38082191780822,Children,101
Random,-124.76649250079,17.22739726027397,Adolescents,102
Vanilla,0.00450394080493122,17.22739726027397,Adolescents,102
EmoQ,-1.60300377416434e-8,17.22739726027397,Adolescents,102
EmoBias,0.00926323158633025,17.22739726027397,Adolescents,102
EmoHier,0.01263068793231,17.22739726027397,Adolescents,102
EmoAvg,0.00996774778746212,17.22739726027397,Adolescents,102
Cong,0.0169746270553227,17.22739726027397,Adolescents,102
Cond,0.0178372583043385,17.22739726027397,Adolescents,102
CongBeta,0.0143965278031131,17.22739726027397,Adolescents,102
CondBeta,0.0202307920544703,17.22739726027397,Adolescents,102
Random,-124.76649250079,10.145205479452056,Children,103
Vanilla,0.162038169224851,10.145205479452056,Children,103
EmoQ,0.0996097831674455,10.145205479452056,Children,103
EmoBias,0.132581678773148,10.145205479452056,Children,103
EmoHier,0.115073567717837,10.145205479452056,Children,103
EmoAvg,0.113525236534502,10.145205479452056,Children,103
Cong,0.140561211609637,10.145205479452056,Children,103
Cond,0.14091946421863,10.145205479452056,Children,103
CongBeta,0.16410908571612,10.145205479452056,Children,103
CondBeta,0.164121605964721,10.145205479452056,Children,103
Random,-124.76649250079,10.084931506849315,Children,104
Vanilla,0.128430595462419,10.084931506849315,Children,104
EmoQ,0.454370041494984,10.084931506849315,Children,104
EmoBias,0.414907829657365,10.084931506849315,Children,104
EmoHier,0.211817203631585,10.084931506849315,Children,104
EmoAvg,0.436564512267749,10.084931506849315,Children,104
Cong,0.282598795959317,10.084931506849315,Children,104
Cond,0.365412734828308,10.084931506849315,Children,104
CongBeta,0.28037517048189,10.084931506849315,Children,104
CondBeta,0.361769954242051,10.084931506849315,Children,104
Random,-124.76649250079,17.23835616438356,Adolescents,105
Vanilla,0.483070969360133,17.23835616438356,Adolescents,105
EmoQ,0.339422394059366,17.23835616438356,Adolescents,105
EmoBias,0.450626089640567,17.23835616438356,Adolescents,105
EmoHier,0.483070969328809,17.23835616438356,Adolescents,105
EmoAvg,0.431687482528351,17.23835616438356,Adolescents,105
Cong,0.494581789739514,17.23835616438356,Adolescents,105
Cond,0.564604535257695,17.23835616438356,Adolescents,105
CongBeta,0.491709445423948,17.23835616438356,Adolescents,105
CondBeta,0.553498216079487,17.23835616438356,Adolescents,105
Random,-124.76649250079,12.115068493150686,Children,106
Vanilla,0.111949013729921,12.115068493150686,Children,106
EmoQ,0.110892375535814,12.115068493150686,Children,106
EmoBias,0.147438149615021,12.115068493150686,Children,106
EmoHier,0.157301179725144,12.115068493150686,Children,106
EmoAvg,0.112012818294444,12.115068493150686,Children,106
Cong,0.349516699437053,12.115068493150686,Children,106
Cond,0.349658476021336,12.115068493150686,Children,106
CongBeta,0.350301293793027,12.115068493150686,Children,106
CondBeta,0.350301293793753,12.115068493150686,Children,106
Random,-124.76649250079,18.361643835616437,Adults,107
Vanilla,0.74527078982014,18.361643835616437,Adults,107
EmoQ,0.623111557570451,18.361643835616437,Adults,107
EmoBias,0.713651550871984,18.361643835616437,Adults,107
EmoHier,0.764483316024807,18.361643835616437,Adults,107
EmoAvg,0.579507660522923,18.361643835616437,Adults,107
Cong,0.751641181852886,18.361643835616437,Adults,107
Cond,0.776901072079111,18.361643835616437,Adults,107
CongBeta,0.75233967067347,18.361643835616437,Adults,107
CondBeta,0.754791061038667,18.361643835616437,Adults,107
Random,-124.76649250079,11.90958904109589,Children,108
Vanilla,0.241942507540816,11.90958904109589,Children,108
EmoQ,0.108459172644098,11.90958904109589,Children,108
EmoBias,0.175606390868941,11.90958904109589,Children,108
EmoHier,0.241942507528269,11.90958904109589,Children,108
EmoAvg,0.132037093010998,11.90958904109589,Children,108
Cong,0.357972920574507,11.90958904109589,Children,108
Cond,0.359202939967108,11.90958904109589,Children,108
CongBeta,0.348072850072392,11.90958904109589,Children,108
CondBeta,0.348592688969676,11.90958904109589,Children,108
Random,-124.76649250079,8.202739726027398,Children,109
Vanilla,-1.77635683940025e-15,8.202739726027398,Children,109
EmoQ,0.0016041840091805,8.202739726027398,Children,109
EmoBias,0.00237544073894314,8.202739726027398,Children,109
EmoHier,8.0205935686572e-4,8.202739726027398,Children,109
EmoAvg,0.0017154679469924,8.202739726027398,Children,109
Cong,-1.77635683940025e-15,8.202739726027398,Children,109
Cond,0.0020905253006841,8.202739726027398,Children,109
CongBeta,0.00208774086492824,8.202739726027398,Children,109
CondBeta,0.00275404774200838,8.202739726027398,Children,109
Random,-124.76649250079,12.101369863013698,Children,110
Vanilla,1.8433792908867e-4,12.101369863013698,Children,110
EmoQ,0.00415880332816432,12.101369863013698,Children,110
EmoBias,0.00413784494106539,12.101369863013698,Children,110
EmoHier,0.0053743274359116,12.101369863013698,Children,110
EmoAvg,0.0135108680313615,12.101369863013698,Children,110
Cong,-1.77635683940025e-15,12.101369863013698,Children,110
Cond,-1.77635683940025e-15,12.101369863013698,Children,110
CongBeta,0.00975160504087302,12.101369863013698,Children,110
CondBeta,0.0102168891048038,12.101369863013698,Children,110
Random,-124.76649250079,10.2,Children,111
Vanilla,-1.77635683940025e-15,10.2,Children,111
EmoQ,0.0114598886135987,10.2,Children,111
EmoBias,0.0114819284753203,10.2,Children,111
EmoHier,6.41196865602822e-8,10.2,Children,111
EmoAvg,0.0131493280275927,10.2,Children,111
Cong,-1.77635683940025e-15,10.2,Children,111
Cond,-1.77635683940025e-15,10.2,Children,111
CongBeta,0.0035058581097609,10.2,Children,111
CondBeta,0.00289878995428194,10.2,Children,111
Random,-124.76649250079,10.9013698630137,Children,112
Vanilla,-1.77635683940025e-15,10.9013698630137,Children,112
EmoQ,-8.0150648340549e-9,10.9013698630137,Children,112
EmoBias,-8.01498556413094e-9,10.9013698630137,Children,112
EmoHier,0.00307195058553222,10.9013698630137,Children,112
EmoAvg,0.00800698970714375,10.9013698630137,Children,112
Cong,-1.77635683940025e-15,10.9013698630137,Children,112
Cond,-1.77635683940025e-15,10.9013698630137,Children,112
CongBeta,0.00521258988095319,10.9013698630137,Children,112
CondBeta,0.00620576003717255,10.9013698630137,Children,112
Random,-124.76649250079,17.345205479452055,Adolescents,113
Vanilla,0.325614810698667,17.345205479452055,Adolescents,113
EmoQ,0.197378626926744,17.345205479452055,Adolescents,113
EmoBias,0.259637570398763,17.345205479452055,Adolescents,113
EmoHier,0.157016225082477,17.345205479452055,Adolescents,113
EmoAvg,0.163451843268449,17.345205479452055,Adolescents,113
Cong,0.381820532809481,17.345205479452055,Adolescents,113
Cond,0.387102643134067,17.345205479452055,Adolescents,113
CongBeta,0.375906289145582,17.345205479452055,Adolescents,113
CondBeta,0.384394476889982,17.345205479452055,Adolescents,113
Random,-124.76649250079,18.106849315068494,Adults,114
Vanilla,0.310481648702355,18.106849315068494,Adults,114
EmoQ,0.352798268322287,18.106849315068494,Adults,114
EmoBias,0.373838986216896,18.106849315068494,Adults,114
EmoHier,0.320466926385436,18.106849315068494,Adults,114
EmoAvg,0.371771018247232,18.106849315068494,Adults,114
Cong,0.369316088751815,18.106849315068494,Adults,114
Cond,0.379870892596099,18.106849315068494,Adults,114
CongBeta,0.368692527106636,18.106849315068494,Adults,114
CondBeta,0.373199942621928,18.106849315068494,Adults,114
Random,-124.76649250079,11.07945205479452,Children,115
Vanilla,-1.77635683940025e-15,11.07945205479452,Children,115
EmoQ,0.0293095581898399,11.07945205479452,Children,115
EmoBias,0.0293096665879319,11.07945205479452,Children,115
EmoHier,0.0298104707339835,11.07945205479452,Children,115
EmoAvg,0.0239197203821504,11.07945205479452,Children,115
Cong,0.0229982175498027,11.07945205479452,Children,115
Cond,0.024187450256598,11.07945205479452,Children,115
CongBeta,0.0193840755918527,11.07945205479452,Children,115
CondBeta,0.0419426376735643,11.07945205479452,Children,115
Random,-124.76649250079,11.186301369863012,Children,116
Vanilla,0.186774425644478,11.186301369863012,Children,116
EmoQ,0.152726364924677,11.186301369863012,Children,116
EmoBias,0.333776679303067,11.186301369863012,Children,116
EmoHier,0.21331430728577,11.186301369863012,Children,116
EmoAvg,0.125683995979822,11.186301369863012,Children,116
Cong,0.247389153150572,11.186301369863012,Children,116
Cond,0.283217233784383,11.186301369863012,Children,116
CongBeta,0.244865907642734,11.186301369863012,Children,116
CondBeta,0.295053047816979,11.186301369863012,Children,116
Random,-124.76649250079,17.934246575342467,Adolescents,117
Vanilla,-1.77635683940025e-15,17.934246575342467,Adolescents,117
EmoQ,0.0408520829727302,17.934246575342467,Adolescents,117
EmoBias,0.0408520829726675,17.934246575342467,Adolescents,117
EmoHier,0.00850118535426858,17.934246575342467,Adolescents,117
EmoAvg,0.0408520829727513,17.934246575342467,Adolescents,117
Cong,-1.77635683940025e-15,17.934246575342467,Adolescents,117
Cond,0.0229130338876631,17.934246575342467,Adolescents,117
CongBeta,0.0194268952405849,17.934246575342467,Adolescents,117
CondBeta,0.0206827846894899,17.934246575342467,Adolescents,117
Random,-124.76649250079,19.167123287671235,Adults,118
Vanilla,0.600843264411787,19.167123287671235,Adults,118
EmoQ,0.593992281913894,19.167123287671235,Adults,118
EmoBias,0.552150635127326,19.167123287671235,Adults,118
EmoHier,0.522983437234227,19.167123287671235,Adults,118
EmoAvg,0.478181595774747,19.167123287671235,Adults,118
Cong,0.606207858716444,19.167123287671235,Adults,118
Cond,0.670000127715035,19.167123287671235,Adults,118
CongBeta,0.638091949349026,19.167123287671235,Adults,118
CondBeta,0.688852026995936,19.167123287671235,Adults,118
Random,-124.76649250079,19.46849315068493,Adults,119
Vanilla,0.756569368560089,19.46849315068493,Adults,119
EmoQ,0.283546343203077,19.46849315068493,Adults,119
EmoBias,0.713907319751309,19.46849315068493,Adults,119
EmoHier,0.718265665993169,19.46849315068493,Adults,119
EmoAvg,0.521096248072226,19.46849315068493,Adults,119
Cong,0.760789993886406,19.46849315068493,Adults,119
Cond,0.779293115641124,19.46849315068493,Adults,119
CongBeta,0.758831511674848,19.46849315068493,Adults,119
CondBeta,0.771401547325886,19.46849315068493,Adults,119
Random,-124.76649250079,8.038356164383561,Children,120
Vanilla,-1.77635683940025e-15,8.038356164383561,Children,120
EmoQ,-1.2823965112041e-7,8.038356164383561,Children,120
EmoBias,-2.00374441483575e-8,8.038356164383561,Children,120
EmoHier,0.0100949294905196,8.038356164383561,Children,120
EmoAvg,0.0117385939642368,8.038356164383561,Children,120
Cong,0.0602700200032475,8.038356164383561,Children,120
Cond,0.0605221786039488,8.038356164383561,Children,120
CongBeta,0.0602700155134624,8.038356164383561,Children,120
CondBeta,0.060498435386229,8.038356164383561,Children,120
Random,-124.76649250079,18.39178082191781,Adults,121
Vanilla,0.0249952374979009,18.39178082191781,Adults,121
EmoQ,0.220875851424453,18.39178082191781,Adults,121
EmoBias,0.281386571532504,18.39178082191781,Adults,121
EmoHier,0.234124669837007,18.39178082191781,Adults,121
EmoAvg,0.250460028153502,18.39178082191781,Adults,121
Cong,0.147177415515849,18.39178082191781,Adults,121
Cond,0.173243396942967,18.39178082191781,Adults,121
CongBeta,0.155940246762005,18.39178082191781,Adults,121
CondBeta,0.16987497795572,18.39178082191781,Adults,121
